"Start (UTC)","V_avg (km/s)","Duration (s)","Peak (abs mag)","Stations","LonBeg","LatBeg","Ht_beg (km)","LonEnd","LatEnd","Ht_end (km)","Shower","Radiant RA","Radiant DEC"
" 2023-08-12 22:35:52.586420","  60.08744","     0.80","  -1.39"," ES000Z,ES0019,PT0002","    -5.131400","    38.653471"," 114.9499","    -5.381342","    38.332915","  97.0254","Perseids","  46.56636"," +58.77076"
" 2023-08-12 22:36:04.276037","  59.24705","     0.52","  -1.34"," ES0013,ES0019","    -3.371540","    37.022944"," 111.2621","    -3.543448","    36.808674","  99.4269","Perseids","  45.46937"," +58.04927"
" 2023-08-12 22:36:06.633175","  59.79927","     0.60","  -1.49"," CZ0007,CZ0008,HR000M,HR000V,HR001G,HR0024,SI0002,SK0005","    17.562597","    45.996146"," 115.7024","    17.314268","    45.814955","  93.9203","Perseids","  46.56784"," +56.70230"
" 2023-08-12 22:36:09.637665","  55.29586","     0.36","  -0.05"," UK0057,UK005J,UK00AD","    -1.167294","    57.425820"," 108.3039","    -1.309996","    57.329174","  97.1592","Perseids","  49.50114"," +58.38759"
" 2023-08-12 22:36:24.232436","  60.39638","     1.20","  -2.97"," ES000Z,ES0013","    -3.615849","    37.830290"," 113.7920","    -4.009937","    37.343897","  87.3523","Perseids","  46.65234"," +57.61235"
" 2023-08-12 22:36:24.427124","  59.70126","     0.65","  -1.29"," ES000U,PT0002","    -6.002162","    36.594401"," 112.5206","    -6.199743","    36.312937","  99.4084","Perseids","  49.81677"," +58.99336"
" 2023-08-12 22:36:32.560172","  58.91641","     0.71","  -2.94"," UK002Z,UK004N,UK0067,UK0070,UK0072,UK0083,UK008U,UK0098","    -3.709961","    53.050977"," 114.9593","    -4.006572","    52.812019","  90.7651","Perseids","  45.81777"," +58.70750"
" 2023-08-12 22:36:35.510830","  58.20490","     0.28","  -0.33"," HR0024,HR0027,HU0001,HU0002","    18.978080","    45.943630"," 108.7372","    18.866833","    45.860380","  98.6648","Perseids","  47.86132"," +57.45457"
" 2023-08-12 22:36:48.903033","  57.57062","     0.43","  -0.79"," HR000P,HR0025,SI0001","    15.158207","    45.372901"," 109.7283","    15.010512","    45.251981","  96.0204","Perseids","  46.15234"," +58.64036"
" 2023-08-12 22:36:56.788727","  58.80218","     0.26","  -0.17"," HR0010,IT0004","    11.922608","    43.990024"," 110.1521","    11.824834","    43.904734"," 101.6502","Perseids","  46.72528"," +58.00624"
" 2023-08-12 22:36:59.152263","  57.40075","     0.24","  +0.21"," HR0017,SI0002","    16.105921","    46.323921"," 107.7685","    16.032255","    46.262305"," 100.7879","Perseids","  48.93302"," +59.59501"
" 2023-08-12 22:37:14.613293","  60.43605","     0.41","  -1.56"," CZ000H,SK0002","    18.759337","    50.767916"," 107.1849","    18.597275","    50.665792","  92.0580","Perseids","  46.07802"," +58.47625"
" 2023-08-12 22:37:21.348481","  57.89152","     0.36","  -0.92"," UK001R,UK002Z,UK006T,UK006V,UK0072","    -3.455985","    54.395630"," 110.9204","    -3.599420","    54.289359","  99.6423","Perseids","  45.93947"," +58.00164"
" 2023-08-12 22:37:21.826531","  60.99132","     0.82","  -2.57"," HR0024,SI0002","    20.325723","    47.337604"," 116.7174","    19.980520","    47.099568","  84.2805","Perseids","  45.89500"," +57.60341"
" 2023-08-12 22:37:37.153586","  59.80036","     0.45","  -1.74"," CZ0007,SI0002","    18.929977","    47.972311"," 107.4203","    18.762539","    47.858755","  91.9977","Perseids","  45.94024"," +57.51725"
" 2023-08-12 22:37:40.146891","  57.67057","     0.30","  -0.75"," ES000E,ES000L,ES000T,ES000V","     2.453330","    41.461832"," 110.7610","     2.351729","    41.353625"," 102.7280","Perseids","  47.07112"," +58.31230"
" 2023-08-12 22:37:47.605510","  60.09954","     0.67","  -2.55"," NL000M,UK000S,UK002X,UK004N,UK0070,UK008B,UK0098,UK009E,UK00A9","    -1.506792","    52.225664"," 114.5615","    -1.798497","    52.000073","  91.4717","Perseids","  45.64563"," +57.79989"
" 2023-08-12 22:37:48.105085","  58.74540","     0.36","  -0.75"," IE0004,UK0031","    -3.016177","    52.126915"," 109.0184","    -3.147823","    52.015911","  98.0616","Perseids","  46.98010"," +59.08816"
" 2023-08-12 22:37:59.579133","  58.55470","     0.34","  -2.04"," CH0005,IT0003,IT0004","     9.732791","    42.950732"," 105.3101","     9.606006","    42.835878","  94.7788","Perseids","  46.81870"," +57.49964"
" 2023-08-12 22:37:59.799087","  20.12678","     0.58","  +1.35"," HR0001,HR000U","    14.348795","    45.667680","  85.6635","    14.322673","    45.751684","  79.8371","..."," 325.19677"," -17.83225"
" 2023-08-12 22:38:26.004336","  57.95870","     0.39","  +0.01"," UK0001,UK003N,UK005N,UK006D,UK007H,UK0092","    -0.217277","    51.007042"," 109.5335","    -0.411362","    50.921027","  93.9821","...","  21.40044"," +52.23435"
" 2023-08-12 22:38:36.235985","  58.09510","     0.20","  -0.01"," DE0001,NL000A","     6.203050","    52.695417"," 107.6494","     6.112184","    52.637042"," 100.4634","Perseids","  45.37917"," +56.82377"
" 2023-08-12 22:38:45.871579","  58.82631","     0.45","  -1.01"," ES000Z,ES0013","    -1.521493","    38.510096"," 111.6587","    -1.668743","    38.332579"," 100.8128","Perseids","  46.83459"," +58.49758"
" 2023-08-12 22:38:45.996342","  60.93885","     0.49","  -2.45"," ES0004,ES000F","    -0.576476","    43.774787"," 107.6717","    -0.750841","    43.576875","  94.1915","Perseids","  52.43220"," +58.67731"
" 2023-08-12 22:38:46.352607","  60.45013","     0.49","  -2.16"," UK004B,UK0057,UK005H,UK006C,UK008G","    -0.641894","    55.576704"," 110.0544","    -0.882624","    55.420941","  91.9842","Perseids","  45.82018"," +56.96011"
" 2023-08-12 22:38:50.751577","  57.31029","     0.24","  +0.56"," UK000S,UK0098","    -1.392170","    52.008355"," 106.8392","    -1.477031","    51.944664"," 100.4894","Perseids","  46.37134"," +56.54255"
" 2023-08-12 22:38:51.561390","  19.37966","     0.68","  +2.69"," HR001Q,HR001U,HR001X","    13.733113","    45.624096","  94.3201","    13.794281","    45.613596","  83.5044","..."," 274.45760"," +44.97655"
" 2023-08-12 22:38:57.800422","  59.80411","     0.48","  -1.94"," CH0006,DE000P","     8.224324","    48.401253"," 114.0053","     8.014162","    48.245563","  97.1683","Perseids","  46.36937"," +56.53408"
" 2023-08-12 22:39:01.346611","  60.28906","     0.44","  -2.18"," CH0006,CZ000F","    10.960322","    49.629676"," 108.9667","    10.791348","    49.509616","  94.0987","Perseids","  45.23114"," +58.17692"
" 2023-08-12 22:39:05.088051","  59.42586","     0.48","  -2.52"," CZ0007,HR000M,SI0001,SK0005","    15.049296","    46.601141"," 110.7013","    14.854511","    46.447436","  93.2229","Perseids","  48.41266"," +58.24281"
" 2023-08-12 22:39:16.163268","  58.96572","     0.28","  -0.52"," UK002Z,UK006T,UK006V,UK0072","    -2.997985","    54.118670"," 109.7365","    -3.129534","    54.025170","  99.9309","Perseids","  46.03445"," +56.73215"
" 2023-08-12 22:39:18.917347","  60.30385","     0.60","  -1.38"," DE000B,DE000C,DK0003","     7.988144","    53.583812"," 115.0782","     7.729392","    53.415917","  93.7988","Perseids","  47.60421"," +57.98935"
" 2023-08-12 22:39:20.381310","  23.11851","     1.93","  -2.39"," IE0004,UK004N,UK0098","    -1.903625","    52.869063"," 106.9663","    -1.733382","    52.801249","  67.2123","..."," 262.40065"," +59.26578"
" 2023-08-12 22:39:20.736407","  23.27980","     1.93","  -2.39"," IE0004,UK004N,UK005H,UK0070,UK0098,UK00A9","    -1.902986","    52.868657"," 107.0008","    -1.733256","    52.800971","  67.2346","..."," 262.50462"," +59.27327"
" 2023-08-12 22:39:23.152286","  60.10601","     0.24","  +0.32"," SI0002,SK0005","    16.336526","    47.122672"," 108.5772","    16.236379","    47.047253","  99.2514","Perseids","  46.83683"," +58.45971"
" 2023-08-12 22:39:27.803358","  57.69079","     0.31","  -1.12"," HR000D,HR000P,HR0017,HR0025","    14.865708","    45.692743"," 106.8970","    14.741953","    45.602761","  96.3484","Perseids","  45.48997"," +56.14899"
" 2023-08-12 22:39:51.411839","  59.80504","     0.36","  +0.26"," BE0009,BE000A,NL000M","     3.262096","    51.714986"," 106.7173","     3.052384","    51.695114","  94.6513","...","  13.00831"," +34.22334"
" 2023-08-12 22:40:00.927298","  59.21934","     0.36","  -0.35"," CZ000H,SK0002","    17.808185","    49.101442"," 110.9189","    17.656508","    48.998155","  96.9920","Perseids","  47.53651"," +58.12753"
" 2023-08-12 22:40:03.395842","  58.46258","     0.24","  -0.37"," HR0024,SK0005","    17.149510","    47.043657"," 107.9235","    17.051231","    46.973141","  99.5260","Perseids","  49.34497"," +56.65140"
" 2023-08-12 22:40:05.729243","  59.96102","     0.34","  +0.74"," HR001G,HR0024,HU0002","    18.022797","    45.932108"," 108.2874","    17.833587","    45.966868","  98.5295","...","  16.14633"," +13.15275"
" 2023-08-12 22:40:06.130327","  58.64945","     0.39","  -1.29"," CH0002,CH0003,CH0005","     9.132117","    46.245098"," 108.8513","     8.995157","    46.127233","  97.2962","Perseids","  49.19141"," +58.13193"
" 2023-08-12 22:40:06.689045","  57.80191","     0.28","  -0.17"," CZ000H,SK0002","    16.836887","    50.234320"," 107.9354","    16.719360","    50.157220","  96.7295","Perseids","  44.93654"," +58.90472"
" 2023-08-12 22:40:10.274501","  60.35564","     0.55","  -2.25"," CH0005,SI0004","     9.174965","    44.620968"," 110.0879","     8.967756","    44.444567","  92.9967","Perseids","  46.74162"," +57.17569"
" 2023-08-12 22:40:18.435270","  18.32714","     0.53","  +3.00"," HR000Q,HR001X","    14.183977","    45.887748","  90.4399","    14.136373","    45.918276","  82.0196","..."," 340.23789"," +18.95195"
" 2023-08-12 22:40:29.066433","  60.52744","     0.28","  +0.05"," CZ000H,SK0002","    18.463604","    49.338849"," 107.4160","    18.360928","    49.271413","  97.7995","Perseids","  46.10157"," +58.16525"
" 2023-08-12 22:40:32.233062","  58.88542","     0.40","  -1.57"," DE000S,NL000N","     5.786926","    51.722017"," 108.6573","     5.631585","    51.611555","  95.5459","Perseids","  45.97908"," +58.35860"
" 2023-08-12 22:40:38.390221","  35.77675","     0.31","  -0.33"," CZ000H,SK0002","    17.767678","    49.960697","  91.0651","    17.714492","    50.030319","  84.7855","..."," 339.70346","  -2.78813"
" 2023-08-12 22:40:39.201723","  58.99378","     0.32","  -0.41"," CZ0007,SK0005","    16.179872","    47.007605"," 107.9409","    16.048625","    46.907736","  96.0446","Perseids","  48.42413"," +58.18044"
" 2023-08-12 22:40:40.249676","  44.28691","     0.33","  +0.50"," HR0018,HR0024,HU0002","    17.803418","    46.381489","  99.8234","    17.758132","    46.372897","  85.8491","..."," 340.12144"," +48.28164"
" 2023-08-12 22:40:49.302131","  15.54487","     0.66","  +2.04"," UK005M,UK008F,UK0098,UK00A0","    -0.543077","    53.041469","  86.0518","    -0.522393","    53.119208","  80.6523","..."," 290.50126"," -15.32765"
" 2023-08-12 22:40:51.255691","  56.32443","     0.28","  -0.69"," CH0002,CH0003,CH0005","     8.724651","    46.324488"," 110.3671","     8.623208","    46.230448"," 101.6026","Perseids","  52.10289"," +59.19083"
" 2023-08-12 22:40:51.390231","  60.21634","     0.68","  -2.79"," CH0006,CZ000F","     9.102092","    48.935164"," 112.0448","     8.802889","    48.716740","  87.3335","Perseids","  46.50706"," +57.10639"
" 2023-08-12 22:40:54.859856","  60.25138","     0.81","  -3.48"," CZ0001,CZ0007,HR000P,HR0025,SI0001,SK0005","    15.684106","    45.398242"," 115.8612","    15.374449","    45.147072","  88.4792","Perseids","  49.30532"," +57.85573"
" 2023-08-12 22:41:04.304343","  59.29573","     0.57","  -0.93"," NL000M,UK002K,UK005M,UK006G,UK006P,UK008F,UK009M,UK00A0,UK00A9","     0.543753","    53.202639"," 115.2055","     0.305275","    53.021281","  96.0155","Perseids","  48.96530"," +58.27908"
" 2023-08-12 22:41:10.494533","  60.27365","     0.20","  +0.12"," UK0079,UK008C","     0.160447","    49.749313"," 109.1555","     0.072230","    49.682081"," 101.9817","...","  42.11222"," +57.51162"
" 2023-08-12 22:41:10.704268","  59.16912","     0.33","  -1.49"," CZ0001,CZ000F","    13.158442","    48.607531"," 107.9847","    13.016992","    48.504971","  96.3774","Perseids","  50.25683"," +56.81642"
" 2023-08-12 22:41:16.058735","  56.00955","     0.36","  +0.62"," UK002Z,UK005R","    -2.611052","    54.532764"," 111.1028","    -2.768855","    54.422701"," 100.3859","...","  49.74541"," +54.85913"
" 2023-08-12 22:41:17.825251","  59.04892","     0.32","  -0.95"," HR0002,HR000H,HR0010","    13.752048","    42.811270"," 110.4864","    13.638897","    42.713618"," 100.0429","Perseids","  44.45498"," +58.18937"
" 2023-08-12 22:41:21.609982","  60.53262","     0.77","  -1.74"," ES000Z,ES0013,ES0019","    -2.696581","    38.679815"," 114.4896","    -2.970221","    38.367400","  96.2078","Perseids","  46.84190"," +56.67813"
" 2023-08-12 22:41:27.812524","  60.30161","     0.48","  -1.73"," HR000V,HR0027,HU0002","    18.072188","    44.641663"," 110.0825","    17.887734","    44.481061","  92.7623","Perseids","  51.31825"," +59.25893"
" 2023-08-12 22:41:32.610365","  58.67300","     0.78","  -4.66"," HR0002,HR000H,HR0010","    14.621205","    41.011958"," 111.0229","    14.363493","    40.751933","  84.5781","...","  44.42439"," +60.81650"
" 2023-08-12 22:41:44.265381","  43.24400","     0.20","  +1.27"," HR001J,HR001S,HR001X","    13.592513","    46.195156"," 105.6603","    13.563211","    46.164195","  97.7358","..."," 352.87630"," +65.56920"
" 2023-08-12 22:41:46.813104","  54.77496","     0.31","  +0.64"," UK002Q,UK0031,UK009E,UK00A5","    -1.312242","    51.314684"," 109.6637","    -1.421007","    51.213115","  99.2294","...","  48.26862"," +61.97995"
" 2023-08-12 22:41:47.600869","  58.89191","     0.28","  -0.99"," BE0003,BE000D,NL0001","     4.865206","    50.150386"," 106.7746","     4.743184","    50.059516","  97.0277","Perseids","  47.18174"," +57.15500"
" 2023-08-12 22:42:00.212147","  58.51566","     0.32","  -0.73"," HR000M,HR0017,HR0025,SI0001","    14.849549","    45.829670"," 110.4631","    14.722439","    45.733111","  99.4648","Perseids","  47.62712"," +56.95988"
" 2023-08-12 22:42:19.216912","  58.27696","     0.41","  -1.39"," DE0001,NL000A","     6.302106","    53.286871"," 110.4337","     6.110794","    53.167320","  95.5479","Perseids","  46.64113"," +56.56210"
" 2023-08-12 22:42:36.705008","  57.53378","     0.28","  -0.33"," NL000M,UK002K,UK00A0,UK00A4","     2.361119","    52.827325"," 109.6685","     2.241279","    52.742836","  99.6397","Perseids","  45.11246"," +58.54406"
" 2023-08-12 22:42:41.247008","  60.94037","     0.36","  -0.02"," HR0001,HR000Q,HR001K,HR001X","    14.378502","    46.198320"," 112.0966","    14.233941","    46.162973","  99.7358","...","  19.46576"," +42.52984"
" 2023-08-12 22:42:52.353365","  60.02145","     1.11","  -1.39"," ES000U,PT0002","    -7.080699","    37.203430"," 116.9963","    -7.429482","    36.756897","  93.3881","Perseids","  45.33121"," +58.13433"
" 2023-08-12 22:42:55.014827","  60.91335","     0.82","  -2.22"," ES000F,ES000H","    -1.208111","    41.965445"," 116.8104","    -1.514746","    41.639198","  94.4274","Perseids","  47.99216"," +57.24683"
" 2023-08-12 22:42:57.259876","  57.87237","     0.51","  -0.99"," NL000M,UK002K,UK005M,UK006G,UK006P,UK0075,UK008F,UK00A0,UK00A9","     0.598428","    53.393994"," 111.9186","     0.410936","    53.256555","  96.6688","Perseids","  47.57470"," +58.39806"
" 2023-08-12 22:42:58.690727","  58.89781","     0.44","  -2.17"," HR0002,HR000J,HR000P,HR0010","    14.308311","    43.647969"," 110.2391","    14.157510","    43.514057","  96.4302","Perseids","  48.50957"," +58.78471"
" 2023-08-12 22:43:00.214034","  60.64503","     0.93","  -3.65"," CZ0007,HR000V,SK0003,SK0004","    16.515832","    48.703351"," 120.1280","    16.141120","    48.453104","  87.1102","Perseids","  47.17493"," +57.03609"
" 2023-08-12 22:43:08.190816","  55.71809","     0.25","  +0.52"," UK004D,UK0098,UK00A9","    -0.833041","    52.656409"," 108.4511","    -0.936037","    52.576342"," 100.7314","Perseids","  50.96712"," +56.84255"
" 2023-08-12 22:43:09.196242","  60.67752","     0.46","  -2.56"," FR000V,UK009X","     3.454610","    48.029237"," 108.2685","     3.260968","    47.868200","  93.2616","Perseids","  48.89586"," +56.93541"
" 2023-08-12 22:43:17.260532","  60.13020","     0.28","  -0.02"," DK0001,DK0003","     9.522431","    54.816462"," 104.2087","     9.386685","    54.741338","  95.3636","...","  53.28407"," +53.01705"
" 2023-08-12 22:43:20.616901","  58.14092","     0.28","  +0.44"," UK005M,UK006P,UK008F,UK0098,UK009M,UK00A0,UK00A9","     0.105809","    52.589207"," 111.9123","    -0.018582","    52.501992"," 102.2159","Perseids","  45.09843"," +57.08863"
" 2023-08-12 22:43:22.576093","  59.67373","     0.65","  -0.96"," ES0001,ES000C,ES000F","     0.315326","    41.476995"," 111.8959","     0.098839","    41.243086","  94.8348","Perseids","  46.96416"," +58.44345"
" 2023-08-12 22:43:24.377532","  59.61833","     0.27","  +0.51"," UK002K,UK008F,UK00A9","     1.993144","    53.147195"," 107.0843","     1.877850","    53.053009","  96.6314","...","  50.21921"," +60.87892"
" 2023-08-12 22:43:29.894541","  59.63882","     0.42","  -0.69"," BE000H,UK007H","     0.530874","    50.554246"," 111.2284","     0.352521","    50.414899","  96.9390","Perseids","  46.23532"," +57.66952"
" 2023-08-12 22:43:34.492464","  31.71105","     0.80","  +0.42"," ES000E,ES000T","     2.303395","    41.924011","  95.2746","     2.128743","    42.071213","  83.3722","SIA"," 340.81414"," -11.99737"
" 2023-08-12 22:43:37.338838","  60.03691","     0.87","  -2.59"," NL000M,UK005M,UK0075,UK008F,UK00A0,UK00A9,UK00AG","     0.034424","    53.006329"," 115.5376","    -0.328623","    52.739310","  86.7915","Perseids","  47.38181"," +57.77354"
" 2023-08-12 22:43:42.746895","  60.35813","     1.19","  -3.14"," ES000L,ES000M,ES000T,ES000V","     2.562871","    40.646278"," 117.7306","     2.149602","    40.195021","  85.3441","Perseids","  48.25469"," +58.38438"
" 2023-08-12 22:43:43.531321","  26.52214","     0.44","  +0.78"," CZ0007,CZ000H,SK0003,SK0004","    16.257331","    48.476001","  93.8831","    16.295315","    48.512333","  83.4936","..."," 300.77567"," +24.78565"
" 2023-08-12 22:43:46.745948","  60.98233","     1.20","  -4.33"," ES000Z,ES0016","    -7.959471","    40.960914"," 117.2875","    -8.356423","    40.471321","  88.4190","Perseids","  47.17927"," +58.47539"
" 2023-08-12 22:43:53.716661","  56.07128","     0.32","  -1.19"," CH0006,CZ000F,DE0008,DE0009","     9.475323","    50.118126"," 106.8532","     9.331052","    50.015087","  94.8718","Perseids","  48.56038"," +57.47938"
" 2023-08-12 22:43:55.624798","  61.07267","     0.54","  -1.93"," NL000M,UK002K,UK005M,UK006G,UK006P,UK008F,UK009L,UK009M,UK00A0","     2.054688","    53.390304"," 111.9924","     1.801764","    53.218161","  92.3888","Perseids","  47.14812"," +57.08659"
" 2023-08-12 22:43:59.232422","  36.05420","     0.36","  +0.11"," LU0001,NL000K","     6.243349","    51.376451"," 100.8585","     6.248516","    51.321999","  89.7222","..."," 295.18399"," +80.66261"
" 2023-08-12 22:44:08.348366","  63.91351","     0.28","  +0.73"," UK002K,UK00A0","     1.347086","    53.881733"," 110.8334","     1.202771","    53.790053","  99.4812","Perseids","  43.48822"," +57.16271"
" 2023-08-12 22:44:18.910489","  58.39486","     0.40","  -1.09"," CZ0007,HR000M,HR000V,SI0002,SK0005","    16.148927","    47.048635"," 110.1271","    15.981241","    46.925550","  94.7365","Perseids","  47.15031"," +57.91676"
" 2023-08-12 22:44:31.305513","  58.01564","     0.37","  -1.24"," IE0004,UK002Z,UK0031,UK0072,UK007M,UK0098,UK00A9","    -2.300136","    52.712957"," 109.9172","    -2.439911","    52.604289","  98.4636","Perseids","  46.67502"," +58.60856"
" 2023-08-12 22:44:41.464742","  59.24457","     0.42","  -0.99"," HR0010,IT0004,SI0004","    13.332522","    44.676042"," 111.2285","    13.185275","    44.554307","  97.7787","Perseids","  46.37168"," +58.25055"
" 2023-08-12 22:44:42.473990","  60.05818","     0.46","  -2.53"," CZ000F,DE000G,SK0004","    13.888422","    51.061614"," 110.1156","    13.691298","    50.938804","  92.8781","Perseids","  46.07715"," +57.48790"
" 2023-08-12 22:45:00.734885","  57.69849","     0.28","  -0.37"," HR001G,HR0027,HU0002","    18.264807","    45.546577"," 108.4930","    18.154489","    45.463954","  98.1543","Perseids","  47.09057"," +57.71390"
" 2023-08-12 22:45:02.661368","  59.42607","     0.33","  +0.64"," UK006P,UK008F,UK009M,UK00A4","     1.207124","    52.731805"," 108.9390","     1.077690","    52.642465","  98.9369","Perseids","  46.33751"," +56.91361"
" 2023-08-12 22:45:17.829542","  57.89830","     0.40","  -0.77"," UK009F,UK00AD","    -2.272208","    58.645802"," 109.4938","    -2.465523","    58.525189","  94.1266","Perseids","  48.03938"," +59.09971"
" 2023-08-12 22:45:36.566636","  61.02072","     0.40","  -0.71"," ES000D,ES000F","    -0.536659","    42.812807"," 109.4138","    -0.648939","    42.683811"," 100.3427","Perseids","  51.62572"," +59.42706"
" 2023-08-12 22:45:39.822905","  59.59345","     0.40","  -2.04"," CH0002,SI0003","    12.103807","    47.035991"," 108.9243","    11.956063","    46.923797","  95.8177","Perseids","  46.57116"," +57.83954"
" 2023-08-12 22:45:42.692372","  60.48420","     0.84","  -3.52"," CH0006,NL0001","     6.625859","    49.948253"," 115.7282","     6.236310","    49.695719","  85.4442","...","  43.82836"," +55.34674"
" 2023-08-12 22:45:51.353802","  60.84044","     0.57","  -2.87"," FR000V,UK009X","     5.764779","    47.805928"," 111.8332","     5.560137","    47.643988","  94.7910","Perseids","  46.24638"," +57.58807"
" 2023-08-12 22:46:12.821559","  61.57194","     0.36","  -1.61"," UK002K,UK006G,UK009M","     3.081227","    54.382131"," 111.1323","     2.910432","    54.272424","  97.0737","Perseids","  45.36316"," +58.32275"
" 2023-08-12 22:46:15.614624","  59.52726","     0.30","  -0.69"," IT0007,SI0004","    11.164248","    45.102013"," 107.6953","    11.050208","    45.008191","  97.3611","Perseids","  45.39544"," +58.29372"
" 2023-08-12 22:46:16.563241","  58.07903","     0.36","  -1.29"," HR000V,HR0027,HU0002,SI0002","    17.850785","    45.212595"," 109.0257","    17.713060","    45.113075","  94.8917","...","  40.40222"," +58.09476"
" 2023-08-12 22:46:21.857760","  59.19639","     0.90","  -3.00"," HR0001,HR000S,HR000W,HR001M,HR001S,HR001X","    14.114425","    46.441823"," 123.9004","    13.778277","    46.191339","  93.7536","Perseids","  46.25961"," +57.45398"
" 2023-08-12 22:46:23.033694","  57.78770","     0.28","  +0.57"," UK00A5,UK00AG","    -1.290185","    51.784091"," 109.7289","    -1.409665","    51.689958"," 100.1349","Perseids","  47.87266"," +58.06512"
" 2023-08-12 22:46:23.701283","  59.10399","     0.77","  -2.85"," NL000M,UK006G,UK0075,UK008F,UK00A0,UK00A4","     1.684764","    52.595751"," 115.6915","     1.354416","    52.350615","  88.1254","Perseids","  47.43955"," +58.69712"
" 2023-08-12 22:46:26.165240","  60.43508","     0.48","  -1.18"," UK004B,UK006C,UK006T","     0.234081","    54.909411"," 110.1326","     0.010507","    54.769810","  93.2411","Perseids","  45.43998"," +56.67409"
" 2023-08-12 22:46:33.671255","  56.73782","     0.29","  -0.83"," HR000S,HR0017,HR0025,SI0001","    15.800988","    46.060760"," 108.2557","    15.693678","    45.971171","  98.9119","...","  54.34556"," +58.24784"
" 2023-08-12 22:46:51.703706","  19.04469","     0.96","  -0.37"," ES000F,ES000H","     0.166518","    42.400138","  92.7047","     0.261954","    42.334383","  79.7379","..."," 235.84578"," +55.87099"
" 2023-08-12 22:46:53.322204","  57.28079","     0.25","  -1.05"," HU0001,HU0002","    19.264891","    47.095931"," 108.4908","    19.170648","    47.030953","  99.5098","Perseids","  46.49047"," +57.70481"
" 2023-08-12 22:46:55.383267","  60.30833","     0.67","  -3.70"," CH0005,IT0004,SI0001,SI0004,SK0005","    12.383585","    45.868035"," 111.3662","    12.143490","    45.683193","  90.6201","Perseids","  46.94579"," +57.11138"
" 2023-08-12 22:47:01.659194","  18.76637","     0.60","  +0.73"," BE000H,UK0022,UK007H,UK0084","    -0.749996","    50.929747","  91.3027","    -0.679066","    50.912404","  81.9954","..."," 247.41725"," +50.18054"
" 2023-08-12 22:47:02.558968","  59.17641","     0.32","  -0.74"," CZ0007,HR0024,HU0001,SI0002,SK0005","    17.409465","    47.082030"," 107.3088","    17.286679","    46.995608","  95.9083","Perseids","  46.73040"," +57.60853"
" 2023-08-12 22:47:06.066935","  59.07698","     0.29","  +0.35"," CZ000H,SK0004","    17.100121","    48.832146"," 107.0643","    16.974901","    48.751478","  95.9841","Perseids","  47.46637"," +56.81182"
" 2023-08-12 22:47:40.947776","  60.53947","     0.61","  -1.34"," UK002K,UK006P","     0.856430","    54.192507"," 114.6121","     0.571466","    53.993923","  92.7961","Perseids","  49.98020"," +57.21634"
" 2023-08-12 22:47:42.234472","  59.31460","     0.60","  -2.20"," HR0010,IT0003,IT0004,SI0001,SI0004","    12.528423","    44.366247"," 111.3440","    12.325042","    44.202255","  93.3415","Perseids","  45.99794"," +57.38600"
" 2023-08-12 22:47:47.136477","  34.89571","     0.40","  -0.78"," ES000D,ES000F","    -0.425312","    42.967671","  93.6757","    -0.539652","    43.039119","  87.0204","..."," 345.27171","  -7.15816"
" 2023-08-12 22:47:55.459626","  58.41461","     0.53","  -0.80"," UK002Z,UK005H","    -1.112950","    53.609141"," 111.0790","    -1.351950","    53.439984","  93.2544","Perseids","  48.76905"," +56.60230"
" 2023-08-12 22:48:03.886255","  55.32685","     0.23","  +0.04"," HU0001,HU0002","    19.336358","    46.341746"," 106.8142","    19.261128","    46.288716"," 100.0830","Perseids","  49.69397"," +56.75357"
" 2023-08-12 22:48:04.577662","  58.71248","     0.77","  -1.60"," HR001E,HR001J,HR001K,HR001M,HR001S,HR001X,SI0001","    14.020160","    46.171127"," 119.4783","    13.733217","    45.952191","  93.1084","Perseids","  46.21680"," +57.95285"
" 2023-08-12 22:48:05.454221","  59.41396","     0.37","  -1.07"," HR0010,IT0004,SI0004","    13.021612","    44.694347"," 111.4340","    12.875417","    44.577843","  99.3630","Perseids","  49.68107"," +56.43182"
" 2023-08-12 22:48:13.227544","  59.99678","     0.88","  -2.48"," UK0072,UK007P,UK0083","    -4.540687","    52.762292"," 117.9199","    -4.891903","    52.492093","  90.3093","Perseids","  46.14445"," +57.76259"
" 2023-08-12 22:48:36.434379","  59.27450","     0.62","  -1.67"," BE000H,UK0022,UK002Q,UK003C,UK003N,UK005U,UK007H,UK0084","    -1.571164","    50.392643"," 113.5467","    -1.832489","    50.182606","  92.2972","Perseids","  45.91541"," +58.06645"
" 2023-08-12 22:48:47.088837","  59.85664","     0.65","  -2.56"," CZ000H,SK0002","    20.050389","    50.958660"," 108.5678","    19.777803","    50.808055","  82.5960","Perseids","  44.06628"," +57.37302"
" 2023-08-12 22:49:04.829316","  65.78639","     0.40","  -1.54"," HR000V,HR0027,HU0002","    17.932471","    44.938746"," 111.5643","    17.696771","    44.816194","  99.2451","...","  54.51770"," +44.13442"
" 2023-08-12 22:49:16.927541","  59.23331","     0.57","  -2.36"," CZ0007,HR000M,HR000P,HR000Z,HR0025,SI0001","    16.018106","    45.650285"," 114.0522","    15.798763","    45.474707","  92.7815","Perseids","  47.30631"," +59.04709"
